0.000000000000000000e+00,7.500000000000000000e-01,8.636363636363636465e-01,7.777777777777776791e-01,5.000000000000000000e-01,9.508196721311475974e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.597604093270605041e-01,5.232503927636873442e-01,0.000000000000000000e+00,6.666666666666666297e-01,0.000000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000000e+00,4.611710699445052963e-01
0.000000000000000000e+00,7.500000000000000000e-01,3.636363636363636465e-01,4.444444444444444753e-01,7.500000000000000000e-01,9.508196721311475974e-01,0.000000000000000000e+00,6.666666666666666297e-01,5.000000000000000000e-01,2.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.345389432363853111e-01,4.061964171294318859e-01,3.333333333333333148e-01,6.666666666666666297e-01,0.000000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01,6.666666666666666297e-01,2.500000000000000000e-01,1.000000000000000000e+00,4.560656102716869054e-01
5.882352941176469674e-01,7.500000000000000000e-01,9.545454545454545858e-01,8.888888888888888395e-01,5.000000000000000000e-01,9.016393442622951948e-01,1.000000000000000000e+00,6.666666666666666297e-01,1.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.272049487520572342e-01,5.862959050147615869e-01,3.333333333333333148e-01,1.000000000000000000e+00,3.333333333333333148e-01,8.000000000000000444e-01,8.000000000000000444e-01,6.666666666666666297e-01,5.000000000000000000e-01,1.000000000000000000e+00,3.946992720506028451e-01
0.000000000000000000e+00,7.500000000000000000e-01,4.545454545454545858e-01,6.666666666666665186e-01,5.000000000000000000e-01,8.360655737704918433e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.669201728114758865e-01,5.299431652300703455e-01,3.333333333333333148e-01,6.666666666666666297e-01,3.333333333333333148e-01,4.000000000000000222e-01,8.000000000000000444e-01,6.666666666666666297e-01,5.000000000000000000e-01,1.000000000000000000e+00,3.885811169229189677e-01
0.000000000000000000e+00,7.500000000000000000e-01,3.636363636363636465e-01,5.555555555555555802e-01,5.000000000000000000e-01,2.622950819672131839e-01,0.000000000000000000e+00,6.666666666666666297e-01,5.000000000000000000e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000000e+00,5.490258483999941319e-01,5.132159867434658018e-01,0.000000000000000000e+00,3.333333333333333148e-01,3.333333333333333148e-01,8.000000000000000444e-01,8.000000000000000444e-01,6.666666666666666297e-01,5.000000000000000000e-01,1.000000000000000000e+00,5.776580917777061064e-01
5.882352941176469674e-01,7.500000000000000000e-01,9.545454545454545858e-01,8.888888888888888395e-01,5.000000000000000000e-01,9.836065573770492731e-01,1.000000000000000000e+00,6.666666666666666297e-01,1.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.162478036884957433e-01,5.760534327667334864e-01,3.333333333333333148e-01,1.000000000000000000e+00,3.333333333333333148e-01,8.000000000000000444e-01,8.000000000000000444e-01,1.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000000e+00,4.182081213682387055e-01
0.000000000000000000e+00,7.500000000000000000e-01,6.818181818181818787e-01,8.888888888888888395e-01,5.000000000000000000e-01,9.508196721311475974e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.374334998745867509e-01,5.958573053980100731e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01,1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.512607402541576995e-01
4.117647058823529216e-01,7.500000000000000000e-01,1.363636363636363535e-01,4.444444444444444753e-01,7.500000000000000000e-01,9.016393442622951948e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000000e+00,5.060428777190755234e-01,6.668446197936690467e-01,6.666666666666666297e-01,3.333333333333333148e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.294253421533862358e-01
2.941176470588234837e-01,2.500000000000000000e-01,2.272727272727272929e-01,7.777777777777776791e-01,7.500000000000000000e-01,7.868852459016394407e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,1.000000000000000000e+00,3.458474596378340316e-01,5.684907872476716584e-01,0.000000000000000000e+00,6.666666666666666297e-01,3.333333333333333148e-01,8.000000000000000444e-01,4.000000000000000222e-01,3.333333333333333148e-01,2.500000000000000000e-01,1.000000000000000000e+00,3.885811169229189677e-01
2.352941176470587925e-01,7.500000000000000000e-01,5.454545454545454142e-01,6.666666666666665186e-01,5.000000000000000000e-01,5.245901639344263678e-01,0.000000000000000000e+00,6.666666666666666297e-01,7.500000000000000000e-01,2.500000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,5.401590596433649694e-01,7.501285367692323014e-01,3.333333333333333148e-01,6.666666666666666297e-01,6.666666666666666297e-01,6.000000000000000888e-01,8.000000000000000444e-01,6.666666666666666297e-01,5.000000000000000000e-01,1.000000000000000000e+00,4.950637470974308396e-01
